SELECT * FROM `permisos`;


id_permiso	permiso	etiqueta	descripcion	kid_tabla	kid_creacion	fecha_creacion	kid_estatus	
218	editar_tipos_precio_venta	Editar Tipos Precio Venta	Permiso para Editar Tipos Precio Venta	55	1	2025-03-14 13:16:28	1	
219	ver_tipos_precio_venta	Ver Tipos Precio Venta	Permiso para Ver Tipos Precio Venta	55	1	2025-03-14 13:16:28	1	
220	eliminar_tipos_precio_venta	Eliminar Tipos Precio Venta	Permiso para Eliminar Tipos Precio Venta	55	1	2025-03-14 13:16:28	1	
221	crear_tipos_usuario	Crear Tipos Usuario	Permiso para Crear Tipos Usuario	56	1	2025-03-14 13:16:28	1	
222	editar_tipos_usuario	Editar Tipos Usuario	Permiso para Editar Tipos Usuario	56	1	2025-03-14 13:16:28	1	
223	ver_tipos_usuario	Ver Tipos Usuario	Permiso para Ver Tipos Usuario	56	1	2025-03-14 13:16:28	1	
224	eliminar_tipos_usuario	Eliminar Tipos Usuario	Permiso para Eliminar Tipos Usuario	56	1	2025-03-14 13:16:28	1	
225	crear_unidades	Crear Unidades	Permiso para Crear Unidades	57	1	2025-03-14 13:16:28	1	
226	editar_unidades	Editar Unidades	Permiso para Editar Unidades	57	1	2025-03-14 13:16:28	1	
227	ver_unidades	Ver Unidades	Permiso para Ver Unidades	57	1	2025-03-14 13:16:28	1	
228	eliminar_unidades	Eliminar Unidades	Permiso para Eliminar Unidades	57	1	2025-03-14 13:16:28	1	
229	crear_usuarios	Crear Usuarios	Permiso para Crear Usuarios	58	1	2025-03-14 13:16:28	1	
230	editar_usuarios	Editar Usuarios	Permiso para Editar Usuarios	58	1	2025-03-14 13:16:28	1	
231	ver_usuarios	Ver Usuarios	Permiso para Ver Usuarios	58	1	2025-03-14 13:16:28	1	
232	eliminar_usuarios	Eliminar Usuarios	Permiso para Eliminar Usuarios	58	1	2025-03-14 13:16:28	1	
233	crear_vinculos	Crear Vinculos	Permiso para Crear Vinculos	59	1	2025-03-14 13:16:28	1	
234	editar_vinculos	Editar Vinculos	Permiso para Editar Vinculos	59	1	2025-03-14 13:16:28	1	
235	ver_vinculos	Ver Vinculos	Permiso para Ver Vinculos	59	1	2025-03-14 13:16:28	1	
236	eliminar_vinculos	Eliminar Vinculos	Permiso para Eliminar Vinculos	59	1	2025-03-14 13:16:28	1	
237	crear_actividades	Crear Actividades	Permiso para Crear Actividades	60	1	2025-03-14 13:16:28	1	
238	editar_actividades	Editar Actividades	Permiso para Editar Actividades	60	1	2025-03-14 13:16:28	1	
239	ver_actividades	Ver Actividades	Permiso para Ver Actividades	60	1	2025-03-14 13:16:28	1	
240	eliminar_actividades	Eliminar Actividades	Permiso para Eliminar Actividades	60	1	2025-03-14 13:16:28	1	
241	crear_detalles_actividades	Crear Detalles Actividades	Permiso para Crear Detalles Actividades	61	1	2025-03-14 13:16:28	1	
242	editar_detalles_actividades	Editar Detalles Actividades	Permiso para Editar Detalles Actividades	61	1	2025-03-14 13:16:28	1	
243	ver_detalles_actividades	Ver Detalles Actividades	Permiso para Ver Detalles Actividades	61	1	2025-03-14 13:16:28	1	
244	eliminar_detalles_actividades	Eliminar Detalles Actividades	Permiso para Eliminar Detalles Actividades	61	1	2025-03-14 13:16:28	1	
245	crear_justificaciones_actividades	Crear Justificaciones Actividades	Permiso para Crear Justificaciones Actividades	62	1	2025-03-14 13:16:28	1	
246	editar_justificaciones_actividades	Editar Justificaciones Actividades	Permiso para Editar Justificaciones Actividades	62	1	2025-03-14 13:16:28	1	
247	ver_justificaciones_actividades	Ver Justificaciones Actividades	Permiso para Ver Justificaciones Actividades	62	1	2025-03-14 13:16:28	1	
248	eliminar_justificaciones_actividades	Eliminar Justificaciones Actividades	Permiso para Eliminar Justificaciones Actividades	62	1	2025-03-14 13:16:28	1	
249	crear_evidencia_actividades	Crear Evidencia Actividades	Permiso para Crear Evidencia Actividades	63	1	2025-03-14 13:16:28	1	
250	editar_evidencia_actividades	Editar Evidencia Actividades	Permiso para Editar Evidencia Actividades	63	1	2025-03-14 13:16:28	1	
251	ver_evidencia_actividades	Ver Evidencia Actividades	Permiso para Ver Evidencia Actividades	63	1	2025-03-14 13:16:28	1	
252	eliminar_evidencia_actividades	Eliminar Evidencia Actividades	Permiso para Eliminar Evidencia Actividades	63	1	2025-03-14 13:16:28	1	
253	crear_comentarios_proveedores	Crear Comentarios Proveedores	Permiso para Crear Comentarios Proveedores	64	1	2025-03-14 13:16:28	1	
254	editar_comentarios_proveedores	Editar Comentarios Proveedores	Permiso para Editar Comentarios Proveedores	64	1	2025-03-14 13:16:28	1	
255	ver_comentarios_proveedores	Ver Comentarios Proveedores	Permiso para Ver Comentarios Proveedores	64	1	2025-03-14 13:16:28	1	
256	eliminar_comentarios_proveedores	Eliminar Comentarios Proveedores	Permiso para Eliminar Comentarios Proveedores	64	1	2025-03-14 13:16:28	1	
257	crear_asignacion_viaticos	Crear Asignacion Viaticos	Permiso para Crear Asignacion Viaticos	65	1	2025-03-14 13:16:28	1	
258	editar_asignacion_viaticos	Editar Asignacion Viaticos	Permiso para Editar Asignacion Viaticos	65	1	2025-03-14 13:16:28	1	
259	ver_asignacion_viaticos	Ver Asignacion Viaticos	Permiso para Ver Asignacion Viaticos	65	1	2025-03-14 13:16:28	1	
260	eliminar_asignacion_viaticos	Eliminar Asignacion Viaticos	Permiso para Eliminar Asignacion Viaticos	65	1	2025-03-14 13:16:28	1	
261	crear_tipos_viaticos	Crear Tipos Viaticos	Permiso para Crear Tipos Viaticos	66	1	2025-03-14 13:16:28	1	
262	editar_tipos_viaticos	Editar Tipos Viaticos	Permiso para Editar Tipos Viaticos	66	1	2025-03-14 13:16:28	1	
263	ver_tipos_viaticos	Ver Tipos Viaticos	Permiso para Ver Tipos Viaticos	66	1	2025-03-14 13:16:28	1	
264	eliminar_tipos_viaticos	Eliminar Tipos Viaticos	Permiso para Eliminar Tipos Viaticos	66	1	2025-03-14 13:16:28	1	
265	crear_tiempos_entregas	Crear Tiempos Entregas	Permiso para Crear Tiempos Entregas	67	1	2025-03-14 13:16:28	1	
266	editar_tiempos_entregas	Editar Tiempos Entregas	Permiso para Editar Tiempos Entregas	67	1	2025-03-14 13:16:28	1	
267	ver_tiempos_entregas	Ver Tiempos Entregas	Permiso para Ver Tiempos Entregas	67	1	2025-03-14 13:16:28	1	
268	eliminar_tiempos_entregas	Eliminar Tiempos Entregas	Permiso para Eliminar Tiempos Entregas	67	1	2025-03-14 13:16:28	1	
269	crear_tipos_pagos	Crear Tipos Pagos	Permiso para Crear Tipos Pagos	68	1	2025-03-14 13:16:28	1	
270	editar_tipos_pagos	Editar Tipos Pagos	Permiso para Editar Tipos Pagos	68	1	2025-03-14 13:16:28	1	
271	ver_tipos_pagos	Ver Tipos Pagos	Permiso para Ver Tipos Pagos	68	1	2025-03-14 13:16:28	1	
272	eliminar_tipos_pagos	Eliminar Tipos Pagos	Permiso para Eliminar Tipos Pagos	68	1	2025-03-14 13:16:28	1	
273	crear_facturas_clientes	Crear Facturas Clientes	Permiso para Crear Facturas Clientes	69	1	2025-03-14 13:16:28	1	
274	editar_facturas_clientes	Editar Facturas Clientes	Permiso para Editar Facturas Clientes	69	1	2025-03-14 13:16:28	1	
275	ver_facturas_clientes	Ver Facturas Clientes	Permiso para Ver Facturas Clientes	69	1	2025-03-14 13:16:28	1	
276	eliminar_facturas_clientes	Eliminar Facturas Clientes	Permiso para Eliminar Facturas Clientes	69	1	2025-03-14 13:16:28	1	
277	crear_reportes_cuentas_bancarias	Crear Reportes Cuentas Bancarias	Permiso para Crear Reportes Cuentas Bancarias	70	1	2025-03-14 13:16:28	1	
278	editar_reportes_cuentas_bancarias	Editar Reportes Cuentas Bancarias	Permiso para Editar Reportes Cuentas Bancarias	70	1	2025-03-14 13:16:28	1	
279	ver_reportes_cuentas_bancarias	Ver Reportes Cuentas Bancarias	Permiso para Ver Reportes Cuentas Bancarias	70	1	2025-03-14 13:16:28	1	
280	eliminar_reportes_cuentas_bancarias	Eliminar Reportes Cuentas Bancarias	Permiso para Eliminar Reportes Cuentas Bancarias	70	1	2025-03-14 13:16:28	1	
281	crear_monedas	Crear Monedas	Permiso para Crear Monedas	71	1	2025-03-14 13:16:28	1	
282	editar_monedas	Editar Monedas	Permiso para Editar Monedas	71	1	2025-03-14 13:16:28	1	
283	ver_monedas	Ver Monedas	Permiso para Ver Monedas	71	1	2025-03-14 13:16:28	1	
284	eliminar_monedas	Eliminar Monedas	Permiso para Eliminar Monedas	71	1	2025-03-14 13:16:28	1	
285	crear_detalles_reportes_cb	Crear Detalles Reportes Cb	Permiso para Crear Detalles Reportes Cb	72	1	2025-03-14 13:16:28	1	
286	editar_detalles_reportes_cb	Editar Detalles Reportes Cb	Permiso para Editar Detalles Reportes Cb	72	1	2025-03-14 13:16:28	1	
287	ver_detalles_reportes_cb	Ver Detalles Reportes Cb	Permiso para Ver Detalles Reportes Cb	72	1	2025-03-14 13:16:28	1	
288	eliminar_detalles_reportes_cb	Eliminar Detalles Reportes Cb	Permiso para Eliminar Detalles Reportes Cb	72	1	2025-03-14 13:16:28	1	
289	crear_tipos_reportes_cb	Crear Tipos Reportes Cb	Permiso para Crear Tipos Reportes Cb	73	1	2025-03-14 13:16:28	1	
290	editar_tipos_reportes_cb	Editar Tipos Reportes Cb	Permiso para Editar Tipos Reportes Cb	73	1	2025-03-14 13:16:28	1	
291	ver_tipos_reportes_cb	Ver Tipos Reportes Cb	Permiso para Ver Tipos Reportes Cb	73	1	2025-03-14 13:16:28	1	
292	eliminar_tipos_reportes_cb	Eliminar Tipos Reportes Cb	Permiso para Eliminar Tipos Reportes Cb	73	1	2025-03-14 13:16:28	1	
293	crear_observaciones_reportes_cb	Crear Observaciones Reportes Cb	Permiso para Crear Observaciones Reportes Cb	74	1	2025-03-14 13:16:28	1	
294	editar_observaciones_reportes_cb	Editar Observaciones Reportes Cb	Permiso para Editar Observaciones Reportes Cb	74	1	2025-03-14 13:16:28	1	
295	ver_observaciones_reportes_cb	Ver Observaciones Reportes Cb	Permiso para Ver Observaciones Reportes Cb	74	1	2025-03-14 13:16:28	1	
296	eliminar_observaciones_reportes_cb	Eliminar Observaciones Reportes Cb	Permiso para Eliminar Observaciones Reportes Cb	74	1	2025-03-14 13:16:28	1	
297	crear_ocupaciones_th	Crear Ocupaciones Th	Permiso para Crear Ocupaciones Th	75	1	2025-03-14 13:16:28	1	
298	editar_ocupaciones_th	Editar Ocupaciones Th	Permiso para Editar Ocupaciones Th	75	1	2025-03-14 13:16:28	1	
299	ver_ocupaciones_th	Ver Ocupaciones Th	Permiso para Ver Ocupaciones Th	75	1	2025-03-14 13:16:28	1	
300	eliminar_ocupaciones_th	Eliminar Ocupaciones Th	Permiso para Eliminar Ocupaciones Th	75	1	2025-03-14 13:16:28	1	

301	crear_adicionales_asistencias_th	Crear Adicionales Asistencias Th	Permiso para Crear Adicionales Asistencias Th	76	1	2025-03-14 13:16:28	1	
302	editar_adicionales_asistencias_th	Editar Adicionales Asistencias Th	Permiso para Editar Adicionales Asistencias Th	76	1	2025-03-14 13:16:28	1	
303	ver_adicionales_asistencias_th	Ver Adicionales Asistencias Th	Permiso para Ver Adicionales Asistencias Th	76	1	2025-03-14 13:16:28	1	
304	eliminar_adicionales_asistencias_th	Eliminar Adicionales Asistencias Th	Permiso para Eliminar Adicionales Asistencias Th	76	1	2025-03-14 13:16:28	1	
305	crear_tipos_adicionales_th	Crear Tipos Adicionales Th	Permiso para Crear Tipos Adicionales Th	77	1	2025-03-14 13:16:28	1	
306	editar_tipos_adicionales_th	Editar Tipos Adicionales Th	Permiso para Editar Tipos Adicionales Th	77	1	2025-03-14 13:16:28	1	
307	ver_tipos_adicionales_th	Ver Tipos Adicionales Th	Permiso para Ver Tipos Adicionales Th	77	1	2025-03-14 13:16:28	1	
308	eliminar_tipos_adicionales_th	Eliminar Tipos Adicionales Th	Permiso para Eliminar Tipos Adicionales Th	77	1	2025-03-14 13:16:28	1	
309	crear_roles	Crear Roles	Permiso para Crear Roles	78	1	2025-03-14 13:16:28	1	
310	editar_roles	Editar Roles	Permiso para Editar Roles	78	1	2025-03-14 13:16:28	1	
311	ver_roles	Ver Roles	Permiso para Ver Roles	78	1	2025-03-14 13:16:28	1	
312	eliminar_roles	Eliminar Roles	Permiso para Eliminar Roles	78	1	2025-03-14 13:16:28	1	
313	crear_almacenes	Crear Almacenes	Permiso para Crear Almacenes	79	1	2025-03-14 13:16:28	1	
314	editar_almacenes	Editar Almacenes	Permiso para Editar Almacenes	79	1	2025-03-14 13:16:28	1	
315	ver_almacenes	Ver Almacenes	Permiso para Ver Almacenes	79	1	2025-03-14 13:16:28	1	
316	eliminar_almacenes	Eliminar Almacenes	Permiso para Eliminar Almacenes	79	1	2025-03-14 13:16:28	1	
317	crear_asistencias_th	Crear Asistencias Th	Permiso para Crear Asistencias Th	80	1	2025-03-14 13:16:28	1	
318	editar_asistencias_th	Editar Asistencias Th	Permiso para Editar Asistencias Th	80	1	2025-03-14 13:16:28	1	
319	ver_asistencias_th	Ver Asistencias Th	Permiso para Ver Asistencias Th	80	1	2025-03-14 13:16:28	1	
320	eliminar_asistencias_th	Eliminar Asistencias Th	Permiso para Eliminar Asistencias Th	80	1	2025-03-14 13:16:28	1	
321	crear_tipos_usuario	Crear Tipos de Usuario	Crear Tipos de Usuario	82	1	2025-03-23 17:28:43	1	
322	editar_tipos_usuario	Editar Tipos de Usuario	Editar Tipos de Usuario	82	1	2025-03-23 17:28:43	1	
323	ver_tipos_usuario	Ver Tipos de Usuario	Ver Tipos de Usuario	82	1	2025-03-23 17:28:43	1	
324	eliminar_tipos_usuario	Elimnar Tipos de Usuario	Elimnar Tipos de Usuario	82	1	2025-03-23 17:28:43	1	
325	asignar_permisos_tipos_usuario	Asignar Permisos de Tipos de Usuaio	Asignar Permisos de Tipos de Usuaio	82	1	2025-03-23 17:28:43	1	
326	crear_planeaciones_rrhh	Crear Planeaciones RRHH	Permiso para Crear Planeaciones de Recursos Humano...	86	1	2025-04-15 14:39:06	1	
327	editar_planeaciones_rrhh	Editar Planeaciones RRHH	Permiso para Editar Planeaciones de Recursos Human...	86	1	2025-04-15 14:39:06	1	
328	ver_planeaciones_rrhh	Ver Planeaciones RRHH	Permiso para Ver Planeaciones de Recursos Humanos	86	1	2025-04-15 14:39:06	1	
329	eliminar_planeaciones_rrhh	Eliminar Planeaciones RRHH	Permiso para Eliminar Planeaciones de Recursos Hum...	86	1	2025-04-15 14:39:06	1	
330	crear_detalles_planeaciones_rrhh	Crear Detalles Planeaciones RRHH	Permiso para Crear Detalles de Planeaciones de Rec...	84	1	2025-04-15 14:39:06	1	
331	editar_detalles_planeaciones_rrhh	Editar Detalles Planeaciones RRHH	Permiso para Editar Detalles de Planeaciones de Re...	84	1	2025-04-15 14:39:06	1	
332	ver_detalles_planeaciones_rrhh	Ver Detalles Planeaciones RRHH	Permiso para Ver Detalles de Planeaciones de Recur...	84	1	2025-04-15 14:39:06	1	
333	eliminar_detalles_planeaciones_rrhh	Eliminar Detalles Planeaciones RRHH	Permiso para Eliminar Detalles de Planeaciones de ...	84	1	2025-04-15 14:39:06	1	
334	crear_internos_externos	Crear Internos Externos	Permiso para Crear Trabajadores Internos y Externo...	87	1	2025-04-15 14:39:06	1	
335	editar_internos_externos	Editar Internos Externos	Permiso para Editar Trabajadores Internos y Extern...	87	1	2025-04-15 14:39:06	1	
336	ver_internos_externos	Ver Internos Externos	Permiso para Ver Trabajadores Internos y Externos	87	1	2025-04-15 14:39:06	1	
337	eliminar_internos_externos	Eliminar Internos Externos	Permiso para Eliminar Trabajadores Internos y Exte...	87	1	2025-04-15 14:39:06	1	
338	crear_tipos_costo	Crear Tipos de Costo	Permiso para Crear Tipos de Costos por Trabajo	88	1	2025-04-15 14:39:06	1	
339	editar_tipos_costo	Editar Tipos de Costo	Permiso para Editar Tipos de Costos por Trabajo	88	1	2025-04-15 14:39:06	1	
340	ver_tipos_costo	Ver Tipos de Costo	Permiso para Ver Tipos de Costos por Trabajo	88	1	2025-04-15 14:39:06	1	
341	eliminar_tipos_costo	Eliminar Tipos de Costo	Permiso para Eliminar Tipos de Costos por Trabajo	88	1	2025-04-15 14:39:06	1	
342	crear_registro_eventos	Crear Registro de Eventos	Permiso para Crear Registro de Eventos	89	1	2025-04-15 14:39:06	1	
343	editar_registro_eventos	Editar Registro de Eventos	Permiso para Editar Registro de Eventos	89	1	2025-04-15 14:39:06	1	
344	ver_registro_eventos	Ver Registro de Eventos	Permiso para Ver Registro de Eventos	89	1	2025-04-15 14:39:06	1	
345	eliminar_registro_eventos	Eliminar Registro de Eventos	Permiso para Eliminar Registro de Eventos	89	1	2025-04-15 14:39:06	1	
346	crear_tiempo_real	Crear Tiempo Real	Permiso para Crear Tiempo Real	90	1	2025-04-15 14:39:06	1	
347	editar_tiempo_real	Editar Tiempo Real	Permiso para Editar Tiempo Real	90	1	2025-04-15 14:39:06	1	
348	ver_tiempo_real	Ver Tiempo Real	Permiso para Ver Tiempo Real	90	1	2025-04-15 14:39:06	1	
349	eliminar_tiempo_real	Eliminar Tiempo Real	Permiso para Eliminar Tiempo Real	90	1	2025-04-15 14:39:06	1	
350	crear_materia_prima	Crear Materia Prima	Permiso para Crear Materia Prima	91	1	2025-04-15 14:39:06	1	
351	editar_materia_prima	Editar Materia Prima	Permiso para Editar Materia Prima	91	1	2025-04-15 14:39:06	1	
352	ver_materia_prima	Ver Materia Prima	Permiso para Ver Materia Prima	91	1	2025-04-15 14:39:06	1	
353	eliminar_materia_prima	Eliminar Materia Prima	Permiso para Eliminar Materia Prima	91	1	2025-04-15 14:39:06	1	
354	crear_pedidos_materia_prima	Crear Pedidos Materia Prima	Permiso para Crear Pedidos de Materia Prima	92	1	2025-04-15 14:39:06	1	
355	editar_pedidos_materia_prima	Editar Pedidos Materia Prima	Permiso para Editar Pedidos de Materia Prima	92	1	2025-04-15 14:39:06	1	
356	ver_pedidos_materia_prima	Ver Pedidos Materia Prima	Permiso para Ver Pedidos de Materia Prima	92	1	2025-04-15 14:39:06	1	
357	eliminar_pedidos_materia_prima	Eliminar Pedidos Materia Prima	Permiso para Eliminar Pedidos de Materia Prima	92	1	2025-04-15 14:39:06	1	
358	crear_central_productos	Crear Central Productos	Permiso para Crear Central de Productos	93	1	2025-04-15 14:39:06	1	
359	editar_central_productos	Editar Central Productos	Permiso para Editar Central de Productos	93	1	2025-04-15 14:39:06	1	
360	ver_central_productos	Ver Central Productos	Permiso para Ver Central de Productos	93	1	2025-04-15 14:39:06	1	
361	eliminar_central_productos	Eliminar Central Productos	Permiso para Eliminar Central de Productos	93	1	2025-04-15 14:39:06	1	
362	ver_capturar_produccion	Ver Capturar Producción	Permiso para Ver Capturar Producción	94	1	2025-04-15 14:39:06	1	
363	ver_reporte_produccion	Ver Reporte Producción	Permiso para Ver Reporte de Producción	95	1	2025-04-15 14:39:06	1	
364	crear_capturar_produccion	Crear Capturar Producción	Permiso para Crear Capturar Producción	94	1	2025-04-15 14:39:06	1	
365	editar_capturar_produccion	Editar Capturar Producción	Permiso para Editar Capturar Producción	94	1	2025-04-15 14:39:06	1	
366	eliminar_capturar_produccion	Eliminar Capturar Producción	Permiso para Eliminar Capturar Producción	94	1	2025-04-15 14:39:06	1	
367	crear_reporte_produccion	Crear Reporte Producción	Permiso para Crear Reporte de Producción	95	1	2025-04-15 14:39:06	1	
368	editar_reporte_produccion	Editar Reporte Producción	Permiso para Editar Reporte de Producción	95	1	2025-04-15 14:39:06	1	
369	eliminar_reporte_produccion	Eliminar Reporte Producción	Permiso para Eliminar Reporte de Producción	95	1	2025-04-15 14:39:06	1	
370	crear_capturar_ventas	Crear Capturar Ventas	Permiso para Crear Capturar Ventas	96	1	2025-04-15 14:39:06	1	
371	ver_capturar_ventas	Ver Capturar Ventas	Permiso para Ver Capturar Ventas	96	1	2025-04-15 14:39:06	1	
372	editar_capturar_ventas	Editar Capturar Ventas	Permiso para Editar Capturar Ventas	96	1	2025-04-15 14:39:06	1	
373	eliminar_capturar_ventas	Eliminar Capturar Ventas	Permiso para Eliminar Capturar Ventas	96	1	2025-04-15 14:39:06	1	
374	crear_reporte_ventas	Crear Reporte Ventas	Permiso para Crear Reporte de Ventas	97	1	2025-04-15 14:39:06	1	
375	ver_reporte_ventas	Ver Reporte Ventas	Permiso para Ver Reporte de Ventas	97	1	2025-04-15 14:39:06	1	
376	editar_reporte_ventas	Editar Reporte Ventas	Permiso para Editar Reporte de Ventas	97	1	2025-04-15 14:39:06	1	
377	eliminar_reporte_ventas	Eliminar Reporte Ventas	Permiso para Eliminar Reporte de Ventas	97	1	2025-04-15 14:39:06	1	
378	crear_locaciones_almacen	Crear Locaciones de almacen	Permiso para Crear Locaciones de almacen	98	1	2025-04-15 22:37:11	1	
379	ver_locaciones_almacen	Ver Locaciones de almacen	Permiso para Ver Locaciones de almacen	98	1	2025-04-15 22:37:11	1	
380	editar_locaciones_almacen	Editar Locaciones de almacen	Permiso para Editar Locaciones de almacen	98	1	2025-04-15 22:37:11	1	
381	eliminar_locaciones_almacen	Eliminar Locaciones de almacen	Permiso para Eliminar Locaciones de almacen	98	1	2025-04-15 22:37:11	1	
382	ver_mermas	Ver mermas	Permite visualizar las mermas registradas.	83	1	2025-04-15 22:57:10	1	
383	editar_mermas	Editar mermas	Permite editar las mermas registradas.	83	1	2025-04-15 22:57:10	1	
384	crear_mermas	Crear mermas	Permite registrar nuevas mermas.	83	1	2025-04-15 22:57:10	1	
385	eliminar_mermas	Eliminar mermas	Permite eliminar mermas registradas.	83	1	2025-04-15 22:57:10	1	
386	ver_comentarios_clientes	Ver comentarios de clientes	Permite visualizar los comentarios hechos por clie...	85	1	2025-04-15 22:57:21	1	
387	editar_comentarios_clientes	Editar comentarios de clientes	Permite editar los comentarios de clientes.	85	1	2025-04-15 22:57:21	1	
388	crear_comentarios_clientes	Crear comentarios de clientes	Permite registrar comentarios de clientes.	85	1	2025-04-15 22:57:21	1	
389	eliminar_comentarios_clientes	Eliminar comentarios de clientes	Permite eliminar los comentarios de clientes.	85	1	2025-04-15 22:57:21	1	
